1;Стриж;{"name":"стриж","link1":"http://promosounds.ru/wp-content/uploads/2018/03/golos-chernogo-strizha-v-polete.mp3","link2":"http://promosounds.ru/wp-content/uploads/2018/03/staja-chernyh-strizhej.mp3"}
2;Сойка;{"name":"сойка","link1":"http://promosounds.ru/wp-content/uploads/2019/01/kriki-sojki.mp3","link2":"http://promosounds.ru/wp-content/uploads/2019/01/golos-sojki.mp3"}
3;Кукушка;{"name":"кукушка","link1":"https://dialogs.s3.yandex.net/sounds/alice-sounds-animals-cuckoo-1.mp3","link2":"https://dialogs.s3.yandex.net/sounds/alice-sounds-animals-cuckoo-1.mp3"}
4;Курица;{"name":"курица","link1":"https://dialogs.s3.yandex.net/sounds/alice-sounds-animals-chicken-1.mp3","link2":"https://dialogs.s3.yandex.net/sounds/alice-sounds-animals-chicken-1.mp3"}
